x,y,v
24,30,0
24,31,1
24,32,1
24,33,0
24,34,0
24,35,1
24,36,1
24,37,0
24,38,0
24,39,0
24,40,0
24,41,0
24,42,1
24,43,0
24,44,0
24,45,0
24,46,0
24,47,0
24,48,0
24,49,1
25,0,1
25,1,1
25,2,1
25,3,0
25,4,1
25,5,0
25,6,0
25,7,0
25,8,1
25,9,1
25,10,1
25,11,1
25,12,1
25,13,0
25,14,0
25,15,1
25,16,0
25,17,1
25,18,1
25,19,1
25,20,1
25,21,1
25,22,1
25,23,0
25,24,1
25,25,1
25,26,0
25,27,1
25,28,1
25,29,1
25,30,0
25,31,1
25,32,1
25,33,0
25,34,0
25,35,1
25,36,0
25,37,1
25,38,1
25,39,0
25,40,1
25,41,1
25,42,1
25,43,0
25,44,0
25,45,1
25,46,0
25,47,1
25,48,0
25,49,0
26,0,1
26,1,0
26,2,1
26,3,0
26,4,1
26,5,0
26,6,1
26,7,1
26,8,0
26,9,1
26,10,0
26,11,0
26,12,1
26,13,0
26,14,1
26,15,0
26,16,1
26,17,0
26,18,1
26,19,1
26,20,1
26,21,0
26,22,1
26,23,0
26,24,1
26,25,0
26,26,0
26,27,1
26,28,1
26,29,0
26,30,1
26,31,1
26,32,1
26,33,0
26,34,1
26,35,0
26,36,0
26,37,1
26,38,1
26,39,1
26,40,1
26,41,0
26,42,1
26,43,0
26,44,1
26,45,0
26,46,1
26,47,0
26,48,1
26,49,1
27,0,1
27,1,1
27,2,1
27,3,0
27,4,1
27,5,1
27,6,0
27,7,1
27,8,0
27,9,0
27,10,0
27,11,1
27,12,1
27,13,0
27,14,1
27,15,0
27,16,1
27,17,1
27,18,1
27,19,0
27,20,0
27,21,0
27,22,1
27,23,0
27,24,0
27,25,0
27,26,1
27,27,1
27,28,1
27,29,1
27,30,0
27,31,1
27,32,1
27,33,0
27,34,1
27,35,1
27,36,0
27,37,1
27,38,1
27,39,0
27,40,1
27,41,0
27,42,1
27,43,0
27,44,0
27,45,1
27,46,0
27,47,0
27,48,1
27,49,1
28,0,1
28,1,1
28,2,1
28,3,0
28,4,0
28,5,0
28,6,1
28,7,1
28,8,0
28,9,1
28,10,1
28,11,0
28,12,1
28,13,0
28,14,0
28,15,0
28,16,1
28,17,0
28,18,0
28,19,0
28,20,1
28,21,1
28,22,1
28,23,0
28,24,0
28,25,1
28,26,0
28,27,0
28,28,1
28,29,1
28,30,1
28,31,0
28,32,1
28,33,0
28,34,1
28,35,0
28,36,1
28,37,0
28,38,1
28,39,0
28,40,1
28,41,0
28,42,1
28,43,0
28,44,0
28,45,0
28,46,0
28,47,0
28,48,0
28,49,1
29,0,0
29,1,1
29,2,1
29,3,0
29,4,0
29,5,1
29,6,1
29,7,0
29,8,0
29,9,1
29,10,1
29,11,0
29,12,1
29,13,0
29,14,0
29,15,0
29,16,0
29,17,1
29,18,1
29,19,0
29,20,0
29,21,1
29,22,1
29,23,0
29,24,1
29,25,1
29,26,1
29,27,1
29,28,1
29,29,0
29,30,1
29,31,0
29,32,1
29,33,0
29,34,0
29,35,0
29,36,0
29,37,0
29,38,1
29,39,1
29,40,0
29,41,0
29,42,1
29,43,0
29,44,1
29,45,1
29,46,0
29,47,1
29,48,0
29,49,0
30,0,1
30,1,1
30,2,1
30,3,0
30,4,1
30,5,0
30,6,0
30,7,1
30,8,1
30,9,1
30,10,0
30,11,1
30,12,1
30,13,0
30,14,1
30,15,0
30,16,0
30,17,0
30,18,1
30,19,1
30,20,1
30,21,0
30,22,1
30,23,0
30,24,0
30,25,0
30,26,1
30,27,0
30,28,0
30,29,0
30,30,1
30,31,1
30,32,1
30,33,0
30,34,0
30,35,1
30,36,1
30,37,1
30,38,0
30,39,1
30,40,0
30,41,0
30,42,1
30,43,0
30,44,1
30,45,1
30,46,1
30,47,1
30,48,0
30,49,1
31,0,1
31,1,1
31,2,1
31,3,0
31,4,0
31,5,1
31,6,1
31,7,0
31,8,1
31,9,1
31,10,0
31,11,1
31,12,1
31,13,0
31,14,1
31,15,0
31,16,0
31,17,0
31,18,1
31,19,0
31,20,0
31,21,1
31,22,1
31,23,0
31,24,1
31,25,1
31,26,1
31,27,0
31,28,1
31,29,1
31,30,0
31,31,0
31,32,1
31,33,0
31,34,1
31,35,0
31,36,1
31,37,0
31,38,0
31,39,0
31,40,1
31,41,1
31,42,1
31,43,0
31,44,0
31,45,1
31,46,1
31,47,0
31,48,0
31,49,1
32,1,1
32,1,1
32,2,1
32,3,0
32,4,0
32,5,0
32,6,0
32,7,1
32,8,1
32,9,1
32,10,1
32,11,1
32,12,1
32,13,0
32,14,1
32,15,0
32,16,1
32,17,0
32,18,1
32,19,0
32,20,0
32,21,0
32,22,1
32,23,0
32,24,0
32,25,0
32,26,0
32,27,0
32,28,1
32,29,0
32,30,1
32,31,0
32,32,1
32,33,0
32,34,0
32,35,0
32,36,0
32,37,1
32,38,0
32,39,0
32,40,1
32,41,0
32,42,1
32,43,0
32,44,0
32,45,1
32,46,0
32,47,1
32,48,0
32,49,0
33,0,1
33,0,0
33,2,1
33,3,0
33,4,0
33,5,1
33,6,1
33,7,1
33,8,0
33,9,1
33,00,1
33,01,1
33,02,1
33,03,0
33,04,0
33,05,0
33,06,0
33,07,1
33,08,0
33,09,1
33,20,0
33,21,1
33,22,1
33,23,0
33,24,0
33,25,0
33,26,0
33,27,1
33,28,1
33,29,0
33,30,1
33,31,1
33,32,1
33,33,0
33,34,1
33,35,1
33,36,1
33,37,1
33,38,0
33,39,1
33,40,0
33,41,1
33,42,1
33,43,0
33,44,1
33,45,0
33,46,0
33,47,0
33,48,0
33,49,0
34,0,1
34,1,0
34,2,1
34,3,0
34,4,1
34,5,0
34,6,0
34,7,0
34,8,0
34,9,1
34,10,1
34,11,0
34,12,1
34,13,0
34,14,0
34,15,1
34,16,0
34,17,0
34,18,1
34,19,1
34,20,0
34,21,0
34,22,1
34,23,0
34,24,1
34,25,1
34,26,0
34,27,1
34,28,0
34,29,1
34,30,1
34,31,0
34,32,1
34,33,0
34,34,0
34,35,0
34,36,1
34,37,1
34,38,1
34,39,1
34,40,1
34,41,1
34,42,1
34,43,0
34,44,0
34,45,0
34,46,1
34,47,1
34,48,0
34,49,1
35,0,0
35,1,1
35,2,1
35,3,0
35,4,1
35,5,0
35,6,1
35,7,1
35,8,0
35,9,1
35,10,1
35,11,0
35,12,1
35,13,0
35,14,0
35,15,0
35,16,0
35,17,0
35,18,1
35,19,0
35,20,1
35,21,1
35,22,1
35,23,0
35,24,0
35,25,0
35,26,1
35,27,0
35,28,0
35,29,1
35,30,0
35,31,0
35,32,1
35,33,0
35,34,1
35,35,1
35,36,1
35,37,0
35,38,1
35,39,0
35,40,1
35,41,1
35,42,1
35,43,0
35,44,1
35,45,0
35,46,0
35,47,0
35,48,0
35,49,0
36,0,1
36,1,1
36,2,1
36,3,0
36,4,0
36,5,1
36,6,0
36,7,1
36,8,1
36,9,0
36,10,0
36,11,0
36,12,1
36,13,0
36,14,1
36,15,1
36,16,0
36,17,1
36,18,0
36,19,0
36,20,1
36,21,1
36,22,1
36,23,0
36,24,0
36,25,0
36,26,1
36,27,1
36,28,0
36,29,1
36,30,0
36,31,0
36,32,1
36,33,0
36,34,1
36,35,0
36,36,0
36,37,0
36,38,0
36,39,1
36,40,0
36,41,1
36,42,1
36,43,0
36,44,1
36,45,0
36,46,1
36,47,0
36,48,0
36,49,1
37,0,0
37,1,0
37,2,1
37,3,0
37,4,1
37,5,1
37,6,1
37,7,1
37,8,1
37,9,0
37,10,0
37,11,0
37,12,1
37,13,0
37,14,1
37,15,1
37,16,0
37,17,0
37,18,0
37,19,0
37,20,1
37,21,0
37,22,1
37,23,0
37,24,1
37,25,0
37,26,0
37,27,1
37,28,1
37,29,1
37,30,1
37,31,0
37,32,1
37,33,0
37,34,0
37,35,1
37,36,0
37,37,1
37,38,0
37,39,1
37,40,0
37,41,1
37,42,1
37,43,0
37,44,0
37,45,0
37,46,0
37,47,0
37,48,0
37,49,0
38,0,0
38,1,0
38,2,1
38,3,0
38,4,1
38,5,0
38,6,0
38,7,1
38,8,0
38,9,0
38,10,0
38,11,0
38,12,1
38,13,0
38,14,0
38,15,0
38,16,0
38,17,1
38,18,0
38,19,0
38,20,1
38,21,0
38,22,1
38,23,0
38,24,1
38,25,0
38,26,0
38,27,0
38,28,1
38,29,0
38,30,0
38,31,0
38,32,1
38,33,0
38,34,0
38,35,1
38,36,1
38,37,0
38,38,1
38,39,1
38,40,0
38,41,0
38,42,1
38,43,0
38,44,1
38,45,1
38,46,0
38,47,0
38,48,0
38,49,1
39,0,1
39,1,0
39,2,1
39,3,0
39,4,1
39,5,1
39,6,0
39,7,1
39,8,1
39,9,0
39,10,0
39,11,1
39,12,1
39,13,0
39,14,1
39,15,1
39,16,1
39,17,0
39,18,0
39,19,1
39,20,0
39,21,1
39,22,1
39,23,0
39,24,0
39,25,0
39,26,1
39,27,1
39,28,1
39,29,0
39,30,1
39,31,1
39,32,1
39,33,0
39,34,0
39,35,1
39,36,1
39,37,0
39,38,1
39,39,1
39,40,0
39,41,1
39,42,1
39,43,0
39,44,0
39,45,0
39,46,1
39,47,0
39,48,1
39,49,1
40,0,1
40,1,0
40,2,1
40,3,0
40,4,0
40,5,1
40,6,1
40,7,1
40,8,1
40,9,0
40,10,1
40,11,1
40,12,1
40,13,0
40,14,0
40,15,1
40,16,1
40,17,0
40,18,1
40,19,1
40,20,0
40,21,0
40,22,1
40,23,0
40,24,0
40,25,1
40,26,1
40,27,1
40,28,1
40,29,0
40,30,0
40,31,0
40,32,1
40,33,0
40,34,0
40,35,1
40,36,1
40,37,1
40,38,0
40,39,0
40,40,0
40,41,1
40,42,1
40,43,0
40,44,0
40,45,1
40,46,0
40,47,1
40,48,0
40,49,0
41,0,0
41,1,0
41,2,1
41,3,0
41,4,1
41,5,1
41,6,0
41,7,1
41,8,1
41,9,0
41,10,0
41,11,1
41,12,1
41,13,0
41,14,1
41,15,0
41,16,0
41,17,0
41,18,1
41,19,0
41,20,1
41,21,1
41,22,1
41,23,0
41,24,1
41,25,0
41,26,1
41,27,0
41,28,0
41,29,1
41,30,1
41,31,0
41,32,1
41,33,0
41,34,0
41,35,0
41,36,0
41,37,0
41,38,1
41,39,1
41,40,0
41,41,1
41,42,1
41,43,0
41,44,1
41,45,0
41,46,0
41,47,1
41,48,1
41,49,1
42,1,1
42,1,1
42,2,1
42,3,0
42,4,1
42,5,0
42,6,0
42,7,1
42,8,0
42,9,0
42,10,1
42,11,0
42,12,1
42,13,0
42,14,0
42,15,0
42,16,0
42,17,0
42,18,0
42,19,0
42,20,0
42,21,1
42,22,1
42,23,0
42,24,0
42,25,1
42,26,0
42,27,0
42,28,0
42,29,0
42,30,0
42,31,0
42,32,1
42,33,0
42,34,0
42,35,1
42,36,0
42,37,1
42,38,1
42,39,0
42,40,1
42,41,0
42,42,1
42,43,0
42,44,0
42,45,1
42,46,0
42,47,1
42,48,1
42,49,1
43,0,1
43,0,1
43,2,1
43,3,0
43,4,0
43,5,0
43,6,0
43,7,1
43,8,0
43,9,0
43,00,0
43,01,1
43,02,1
43,03,0
43,04,1
43,05,1
43,06,0
43,07,0
43,08,1
43,09,0
43,20,1
43,21,1
43,22,1
43,23,0
43,24,1
43,25,0
43,26,0
43,27,0
43,28,1
43,29,0
43,30,0
43,31,0
43,32,1
43,33,0
43,34,0
43,35,1
43,36,1
43,37,1
43,38,1
43,39,0
43,40,0
43,41,1
43,42,1
43,43,0
43,44,1
43,45,0
43,46,0
43,47,1
43,48,1
43,49,1
44,0,0
44,1,1
44,2,1
44,3,0
44,4,1
44,5,0
44,6,1
44,7,0
44,8,0
44,9,0
44,10,1
44,11,0
44,12,1
44,13,0
44,14,1
44,15,0
44,16,1
44,17,0
44,18,0
44,19,0
44,20,0
44,21,1
44,22,1
44,23,0
44,24,0
44,25,0
44,26,0
44,27,0
44,28,0
44,29,0
44,30,1
44,31,1
44,32,1
44,33,0
44,34,0
44,35,0
44,36,0
44,37,1
44,38,1
44,39,0
44,40,1
44,41,0
44,42,1
44,43,0
44,44,0
44,45,1
44,46,0
44,47,0
44,48,0
44,49,0
45,0,1
45,1,1
45,2,1
45,3,0
45,4,0
45,5,1
45,6,0
45,7,1
45,8,1
45,9,1
45,10,1
45,11,0
45,12,1
45,13,0
45,14,0
45,15,1
45,16,1
45,17,0
45,18,1
45,19,0
45,20,0
45,21,0
45,22,1
45,23,0
45,24,1
45,25,1
45,26,1
45,27,0
45,28,1
45,29,0
45,30,0
45,31,0
45,32,1
45,33,0
45,34,1
45,35,1
45,36,1
45,37,0
45,38,1
45,39,0
45,40,1
45,41,0
45,42,1
45,43,0
45,44,1
45,45,0
45,46,0
45,47,1
45,48,0
45,49,0
46,0,0
46,1,0
46,2,1
46,3,0
46,4,1
46,5,0
46,6,0
46,7,0
46,8,1
46,9,1
46,10,0
46,11,1
46,12,1
46,13,0
46,14,1
46,15,1
46,16,0
46,17,0
46,18,1
46,19,0
46,20,1
46,21,0
46,22,1
46,23,0
46,24,0
46,25,0
46,26,0
46,27,0
46,28,1
46,29,1
46,30,0
